sample_id,timestamp,subject_id,session_id,camera_position,lighting_condition,exercise_type,active_arm,rom_elbow,upper_arm_angle_std,torso_sway_range,shoulder_angle_range,rep_duration,up_phase_duration,down_phase_duration,elbow_velocity_mean,elbow_velocity_std,motion_smoothness,elbow_drift_range,mean_visibility,label,error_type,notes
11,2026-06-15T03:30:35,S01,session_02,side,normal,biceps,right,101.4216948115469,10.552438012062751,10.744113483174022,19.665168749229352,0.8942298889160156,0.4068763256072998,0.4873535633087158,242.71507698852383,193.9022085041718,3886.512817395168,31.6290914158088,0.9678662317991256,incorrect,body_swing,badan_bergerak
12,2026-06-15T03:30:42,S01,session_02,side,normal,biceps,right,113.77621721381468,11.883417841558854,9.464327168383203,23.749096396622217,0.9371984004974364,0.3605518341064453,0.5766465663909912,255.7396570711114,181.6522748613044,3074.091575904707,33.82091532873686,0.9618351111809412,incorrect,body_swing,badan_bergerak
13,2026-06-15T03:30:47,S01,session_02,side,normal,biceps,right,97.87427033277964,9.452657093093553,13.310846805705635,20.30811892811444,1.7605412006378174,0.880082368850708,0.8804588317871094,136.2102769341975,227.77693165256107,5332.129201158931,32.61971279831268,0.9735942222970596,incorrect,body_swing,badan_bergerak
15,2026-06-15T03:32:07,S01,session_02,side,normal,biceps,right,107.45259055727068,12.834527047642108,14.504840174619044,23.671175105953605,0.9244985580444336,0.4650194644927978,0.4594790935516357,235.51467984806453,150.43726653475096,2926.676806820307,36.82450906007539,0.9673819669655392,incorrect,body_swing,badan_bergerak
16,2026-06-15T03:32:15,S01,session_02,side,normal,biceps,left,109.501111546293,11.856604825376303,13.592834189381287,23.40329791539939,1.1207051277160645,0.4118359088897705,0.708869218826294,208.370920929911,171.7232049975415,3480.176414105568,38.096569635965366,0.955524397246978,incorrect,body_swing,badan_bergerak
17,2026-06-15T03:32:21,S01,session_02,side,normal,biceps,left,103.82773399135527,8.6981215128256,14.009012257867168,15.569810060219003,0.9215915203094482,0.345714807510376,0.5758767127990723,233.80301296365727,150.42842851771815,2430.039579323913,29.57882231808617,0.94248059005649,incorrect,body_swing,badan_bergerak
18,2026-06-15T03:32:26,S01,session_02,side,normal,biceps,left,123.64762029062646,4.8202588954607855,7.674785472323783,9.524491489332412,0.9377574920654296,0.3597452640533447,0.578012228012085,233.43304737535604,169.73072839504457,3434.3603952442186,15.034197430728634,0.9486457390917672,incorrect,body_swing,badan_bergerak
19,2026-06-15T03:32:31,S01,session_02,side,normal,biceps,left,118.60894121371145,6.290758083594061,9.237309887994174,11.358734816405512,1.0684592723846436,0.4727077484130859,0.5957515239715576,246.49787658051227,160.22270832421768,3455.0864015871007,18.059359486799263,0.953022852026183,incorrect,body_swing,badan_bergerak
20,2026-06-15T03:32:51,S01,session_03,side,normal,biceps,left,99.2700081202142,20.4835983560312,2.7047056478752727,59.083684026434206,0.7799913883209229,0.2910158634185791,0.4889755249023437,218.2531174566261,160.48400589604574,3728.500394718268,55.84443961097681,0.9697637394780204,incorrect,elbow_swing,siku_maju_mundur
21,2026-06-15T03:32:56,S01,session_03,side,normal,biceps,left,97.8679586988645,17.256584952021367,3.447615132875652,48.27221246728821,1.03688383102417,0.4110333919525146,0.6258504390716553,209.03440203186327,176.4088980369696,3144.581468543724,45.622198157605176,0.9752390004934804,incorrect,elbow_swing,siku_maju_mundur
22,2026-06-15T03:33:01,S01,session_03,side,normal,biceps,left,106.59104708939522,13.78273999838497,3.695981261241028,39.69864310125431,0.9682679176330566,0.2827916145324707,0.6854763031005859,224.370438959618,212.4370593674157,5709.607688437017,38.20604849481599,0.9652336482648496,incorrect,elbow_swing,siku_maju_mundur
23,2026-06-15T03:33:06,S01,session_03,side,normal,biceps,left,98.74778262497352,22.350554064898144,2.961313359496506,68.99782947165346,1.0915005207061768,0.6138491630554199,0.4776513576507568,196.10976074159512,179.8446536651994,4770.347045909204,63.84152630662424,0.9657715878316334,incorrect,elbow_swing,siku_maju_mundur
24,2026-06-15T03:33:10,S01,session_03,side,normal,biceps,right,102.89484264404018,23.187934382273145,1.56784181068853,64.99719279096965,0.8992798328399658,0.481534481048584,0.4177453517913818,205.0100210804543,152.97144990270692,3109.278746497527,62.57699905639912,0.9876843136548996,incorrect,elbow_swing,siku_maju_mundur
25,2026-06-15T03:33:15,S01,session_03,side,normal,biceps,right,95.42181044673654,23.62975385494913,2.219804036458456,66.04034509920922,0.804236650466919,0.3821363449096679,0.422100305557251,200.0949338326681,195.2057979207827,5539.657321591831,63.74037949405355,0.9851914183659988,incorrect,elbow_swing,siku_maju_mundur
26,2026-06-15T03:33:21,S01,session_03,side,normal,biceps,right,96.3657876347756,26.293901115242896,4.957266957303235,77.05138546463964,1.2719969749450684,0.4788851737976074,0.7931118011474609,158.7559273659746,137.97280202134405,2841.7701185244805,73.75302917863237,0.9682026836607192,incorrect,elbow_swing,siku_maju_mundur
27,2026-06-15T03:33:26,S01,session_03,side,normal,biceps,right,92.57290145886388,21.0831530589628,5.078039401376001,56.97664092770061,1.2893211841583252,0.5991969108581543,0.6901242733001709,164.5786942001645,167.04713428735462,2173.341723143906,55.17294248915942,0.979826630730378,incorrect,elbow_swing,siku_maju_mundur
28,2026-06-15T03:33:33,S01,session_03,side,normal,biceps,right,87.39589619844467,24.802220650596457,3.543471748820896,70.7941201556529,1.1880183219909668,0.4835505485534668,0.7044677734375,136.0063255360855,118.43557805713898,2665.3495991314603,68.99431361117,0.9712981401997454,incorrect,elbow_swing,siku_maju_mundur
29,2026-06-15T03:33:52,S01,session_04,side,normal,biceps,left,78.46169521014386,0.6452333403695445,0.6040267779446807,1.9630203564466588,1.5301909446716309,0.6406383514404297,0.8895525932312012,109.27692125028912,86.16331676915941,1627.7593255485897,2.518558903456044,0.9799741215649104,incorrect,not_full_up,rom_tidak_penuh
30,2026-06-15T03:33:58,S01,session_04,side,normal,biceps,left,66.47221607142846,0.6538155878176278,0.8662423696181207,1.909713805338486,2.423336267471313,1.0922422409057615,1.3310940265655518,56.22356730290036,41.89861304458541,808.6851854284874,2.459668984807881,0.9835883456636484,incorrect,not_full_up,rom_tidak_penuh
34,2026-06-15T03:34:59,S01,session_04,side,normal,biceps,right,53.47344764994676,0.6927685147727595,1.904403309157146,1.9454292140152087,2.719789981842041,1.8482544422149656,0.8715355396270752,46.18038959780044,55.87227640568189,1162.784478869968,2.53785756541544,0.98127668256491,incorrect,not_full_up,rom_tidak_penuh
35,2026-06-15T03:35:07,S01,session_04,side,normal,biceps,right,57.45813242901337,1.1386072170954151,1.474442211050336,6.28729316574934,2.4141626358032227,0.961338996887207,1.4528236389160156,51.5500965084263,52.4293005899966,881.8159784329288,5.128889800918804,0.9789516146200292,incorrect,not_full_up,rom_tidak_penuh
36,2026-06-15T03:35:17,S01,session_04,side,normal,biceps,right,39.8450425209648,0.317093331514046,1.044809997462373,2.349887197438611,2.407160997390747,1.4031591415405271,1.0040018558502195,36.75229183722704,43.06485384079391,487.8561816723683,1.398485783677012,0.9793699576208988,incorrect,not_full_up,rom_tidak_penuh
37,2026-06-15T03:35:24,S01,session_04,side,normal,biceps,right,46.235142754913824,0.5465732989382772,0.7484380187771433,1.0903678945768769,2.272759199142456,0.713292121887207,1.559467077255249,47.806420126869305,57.75198422846313,677.619477622709,2.0845330630339034,0.9728262428851688,incorrect,not_full_up,rom_tidak_penuh
38,2026-06-15T03:35:45,S01,session_05,side,normal,biceps,right,112.36590201485092,1.470232837211401,0.9376158075487144,4.80976440664318,0.7094006538391113,0.3082585334777832,0.4011421203613281,298.95926770304726,157.51388029331096,3254.532224264364,4.05008552654632,0.9837591543793678,incorrect,too_fast,tempo_terlalu_cepat
39,2026-06-15T03:35:53,S01,session_05,side,normal,biceps,right,118.74833891583472,2.5406618985603915,2.4747235667988527,8.033640244449927,0.7256786823272705,0.2863767147064209,0.4393019676208496,270.2525569021454,166.21236184205068,3377.214800054471,6.842787354314712,0.9750677077543168,incorrect,too_fast,tempo_terlalu_cepat
40,2026-06-15T03:35:58,S01,session_05,side,normal,biceps,right,110.52495010518597,1.4755408605992368,2.2699209427143505,7.65806251464656,0.7513754367828369,0.279994249343872,0.4713811874389648,278.11804540479346,180.7622727256532,4014.571377975153,4.829639360301946,0.981406697914714,incorrect,too_fast,tempo_terlalu_cepat
41,2026-06-15T03:36:02,S01,session_05,side,normal,biceps,right,121.07446583668587,5.427542941353737,2.011959833128825,17.82306320783739,0.6853058338165283,0.2652323246002197,0.4200735092163086,302.5115197435736,198.6802911350334,3919.6896539930462,17.76425737413025,0.9782079330512456,incorrect,too_fast,tempo_terlalu_cepat
42,2026-06-15T03:36:08,S01,session_05,side,normal,biceps,left,113.83832072907204,1.494307887719772,1.8320748961821585,5.333569195522528,0.5980725288391113,0.2680728435516357,0.3299996852874756,328.98990403637674,260.0166524310084,7070.860166116181,4.873787860227496,0.9827807703438928,incorrect,too_fast,tempo_terlalu_cepat
43,2026-06-15T03:36:13,S01,session_05,side,normal,biceps,left,115.83698760567547,1.9449415384132087,1.2484081801815172,4.71321556594878,0.6985688209533691,0.3110048770904541,0.387563943862915,319.14097036502653,204.74515157492715,3357.741658986441,5.999500723661153,0.9822704522382646,incorrect,too_fast,tempo_terlalu_cepat
44,2026-06-15T03:36:16,S01,session_05,side,normal,biceps,left,122.66732335859729,2.2713227520564856,2.0940995083658973,4.294514831414321,0.70243239402771,0.2664141654968261,0.4360182285308838,336.4316280022848,235.48486886767503,5345.754679481455,6.490683058120931,0.9797712497413158,incorrect,too_fast,tempo_terlalu_cepat
45,2026-06-15T03:36:21,S01,session_05,side,normal,biceps,left,108.91564045263078,2.373751887144804,1.9438424427369976,5.705660560730432,0.6119742393493652,0.2356431484222412,0.376331090927124,319.838071768829,238.71302586561995,6382.870345255014,7.1946348618824905,0.9805187359452248,incorrect,too_fast,tempo_terlalu_cepat
46,2026-06-15T03:36:25,S01,session_05,side,normal,biceps,left,129.4527659413353,2.7297204097147727,2.6073020202333588,6.453170781379154,0.63804030418396,0.2722373008728027,0.3658030033111572,352.0943403652697,209.87602345981512,4563.0655324568,8.448508039484576,0.9733551724089516,incorrect,too_fast,tempo_terlalu_cepat
47,2026-06-10T05:32:06,S02,session_01,side,normal,biceps,left,78.29684451596185,4.51658743381519,2.84810918561684,13.990215894188246,1.5045366287231443,0.6075224876403809,0.8970141410827637,155.17559400475295,215.52990046730048,4767.403186295464,14.17793199108845,0.95002993985134,correct,correct,good_form
49,2026-06-10T05:33:00,S02,session_01,side,normal,biceps,left,92.27611488877122,0.9966469286849234,1.3692938630633518,5.332955579686794,1.819066047668457,0.9354181289672852,0.8836479187011719,108.30667891328643,75.60510438342749,1645.119898250574,4.247786992322976,0.9887601458109342,correct,correct,good_form
50,2026-06-10T05:33:14,S02,session_01,side,normal,biceps,left,82.94058535458399,0.5781136543931766,1.338190845595825,3.2201437191571616,1.816028118133545,1.1427106857299805,0.6733174324035645,99.25532915013166,83.4755399354076,1707.243585408176,2.94643268251019,0.9888795127228992,correct,correct,good_form
51,2026-06-10T05:33:28,S02,session_01,side,normal,biceps,left,84.97587669066601,0.9524981918128208,1.1808286763742584,1.835638191149636,1.5808501243591309,0.7740237712860107,0.8068263530731201,111.3905095495548,91.55816068802848,2091.5848593898886,3.389262555930059,0.9894781530731254,correct,correct,good_form
52,2026-06-10T05:33:46,S02,session_01,side,normal,biceps,left,74.42705321346286,1.5499903320229398,2.0894478231341047,1.931273421674228,3.5877981185913086,2.7882981300354004,0.7994999885559082,48.32235451347855,60.95212346883806,906.929312659669,4.6122336854417165,0.9887913296620052,correct,correct,good_form
53,2026-06-10T05:33:55,S02,session_01,side,normal,biceps,left,88.57865353099524,2.077065572263829,1.5794509598837854,3.962394063786491,1.6219053268432615,0.8009393215179443,0.8209660053253174,111.55123098726057,92.38751702951537,2086.837603932077,6.347694366451427,0.9882502870427238,correct,correct,good_form
54,2026-06-10T05:34:11,S02,session_01,side,normal,biceps,right,83.33054749609715,1.6125758607054996,0.8999057395602326,6.812628149291274,1.706251621246338,0.8581295013427734,0.8481221199035645,106.78186185437924,68.4627046954357,1336.6760528946077,6.580497113153587,0.9836234944431406,correct,correct,good_form
55,2026-06-10T05:34:18,S02,session_01,side,normal,biceps,right,84.74929809838032,1.713309150597136,0.4464353396244815,7.061857830275296,1.742964506149292,0.9566707611083984,0.7862937450408936,102.11317247591457,66.68995871283619,1519.2777579846666,6.797070411391508,0.9828603573334522,correct,correct,good_form
56,2026-06-10T05:34:24,S02,session_01,side,normal,biceps,right,77.49759429820267,1.0494728949236385,1.1124618555530383,3.929378282874355,1.9930744171142576,1.2633318901062012,0.7297425270080566,81.87170363914012,56.36618560970834,1155.1931300165754,4.003560807244108,0.9761157508777536,correct,correct,good_form
57,2026-06-10T05:34:30,S02,session_01,side,normal,biceps,right,79.31296631707866,1.1798590496632435,0.9560731278105844,6.486758857854153,1.586177110671997,0.8114807605743408,0.7746963500976562,101.63077037937003,75.42515880491199,1559.8171126889945,5.826329599993627,0.9860108093255096,correct,correct,good_form
58,2026-06-10T05:34:39,S02,session_01,side,normal,biceps,right,75.47373803671496,1.7605548920802403,0.9013567492994166,8.292684181087623,1.6980600357055664,0.8400514125823975,0.858008623123169,100.117321310837,73.33895197439175,1330.0452897945486,8.495686654974989,0.97348726216035,correct,correct,good_form
59,2026-06-10T05:34:53,S02,session_01,side,normal,biceps,right,85.76250248192703,1.0222425496684666,0.4536824002296202,5.414190123151457,1.3853375911712646,0.617896556854248,0.7674410343170166,103.48380688169826,76.86272373513165,1387.832520676798,5.209824844221142,0.9848966855427316,correct,correct,good_form
60,2026-06-10T05:35:00,S02,session_01,side,normal,biceps,right,80.9788541899294,1.5527223230818223,0.6553594970419665,7.392489533656777,1.5396792888641355,0.6995394229888916,0.8401398658752441,115.22074434314555,80.85898012791814,1534.4974715143817,6.9735743625981215,0.9831039424453464,correct,correct,good_form
61,2026-06-15T03:10:10,S02,session_02,side,normal,biceps,left,74.69006407189104,7.4743791042984435,10.630541493615642,22.536885537750624,0.5824680328369141,0.276686429977417,0.305781602859497,247.14996991749047,125.93384199272924,3966.935067311137,26.227170086193112,0.9730894165603738,incorrect,body_swing,badan_bergerak
63,2026-06-15T03:11:05,S02,session_02,side,normal,biceps,left,100.31024228078373,4.9781206953997,10.416466972098869,7.310765393448227,0.7875430583953857,0.2873203754425049,0.5002226829528809,252.99631678582472,163.79448974468028,3147.3759647889,14.16477100998004,0.9443072527647018,incorrect,body_swing,badan_bergerak
64,2026-06-15T03:11:11,S02,session_02,side,normal,biceps,left,113.72844263936712,6.010982655476933,11.674327725699287,8.802495773159464,0.721360445022583,0.2413926124572754,0.4799678325653076,288.28533486751223,199.2027602695104,5013.804691702185,17.14231479311481,0.9527884450825778,incorrect,body_swing,badan_bergerak
65,2026-06-15T03:11:16,S02,session_02,side,normal,biceps,left,108.5395561480352,5.6214084157359085,10.350359739607187,8.019457982859523,0.7176196575164795,0.2391993999481201,0.4784202575683594,267.10641423951137,179.9112060835465,3603.739982983729,16.708177423875025,0.9607009474526752,incorrect,body_swing,badan_bergerak
66,2026-06-15T03:11:23,S02,session_02,side,normal,biceps,right,107.06208102498546,4.996524038540002,13.970516216682809,8.816857996825886,0.6657652854919434,0.2039937973022461,0.4617714881896972,269.3297272744876,159.21191743863292,3276.972861797663,14.44861743084524,0.9335060179233552,incorrect,body_swing,badan_bergerak
67,2026-06-15T03:11:28,S02,session_02,side,normal,biceps,right,110.52492902639716,5.858087011568355,11.967583741639382,8.338478190466681,0.6594274044036865,0.2147529125213623,0.4446744918823242,291.1645828275381,176.72777702284836,6208.156907053364,16.317002438103568,0.9377031581742424,incorrect,body_swing,badan_bergerak
68,2026-06-15T03:11:33,S02,session_02,side,normal,biceps,right,102.6441309162474,8.3973084090408,13.590907640953606,11.090653440417729,0.7977492809295654,0.2970399856567383,0.5007092952728271,237.49748144481367,153.35653967781005,2698.136683591054,24.404372247479102,0.9441482971111932,incorrect,body_swing,badan_bergerak
69,2026-06-15T03:11:37,S02,session_02,side,normal,biceps,right,106.70846194365478,7.157517489268746,12.950170702434034,8.598630934495567,0.6914258003234863,0.2521200180053711,0.4393057823181152,281.7196471970928,141.22515288819034,3214.855507368984,20.67880396741953,0.9520633776079525,incorrect,body_swing,badan_bergerak
70,2026-06-15T03:12:14,S02,session_03,side,normal,biceps,left,100.53998015698768,14.603503798424944,3.653470822142538,41.3097116944899,0.668222188949585,0.2699017524719238,0.3983204364776611,293.64611699045497,129.0341966871528,3256.5913383105208,39.989558973884655,0.9679442651215052,incorrect,elbow_swing,siku_maju_mundur
71,2026-06-15T03:12:18,S02,session_03,side,normal,biceps,left,108.28028713291604,14.922611239734008,1.7048779645383334,56.78033819790432,0.4707560539245605,0.1703205108642578,0.3004355430603027,373.7299362826647,209.87240258193896,6010.430223229078,55.32885783928229,0.9620461761951448,incorrect,elbow_swing,siku_maju_mundur
72,2026-06-15T03:12:22,S02,session_03,side,normal,biceps,left,101.7814644727072,17.99396749466851,3.7006604934630647,74.55895154050792,0.5310027599334717,0.1704452037811279,0.3605575561523437,344.4558788577605,194.44541008873176,6249.358817522464,71.29437436580777,0.9686190066859126,incorrect,elbow_swing,siku_maju_mundur
74,2026-06-15T03:12:32,S02,session_03,side,normal,biceps,left,110.14336707803116,10.071315006581926,2.223480365659192,39.03759342511438,0.4384098052978515,0.1101682186126709,0.3282415866851806,311.3470338501778,158.94729226145174,6315.556185141209,36.67119159511444,0.9718238157885416,incorrect,elbow_swing,siku_maju_mundur
78,2026-06-15T03:13:19,S02,session_03,side,normal,biceps,right,118.01048905365826,23.78226149139812,6.822054333065674,87.06731300036641,0.7764732837677002,0.4718806743621826,0.3045926094055176,502.4067978410584,568.4799321869054,20609.29199859922,82.78958016078344,0.9541299918835814,incorrect,elbow_swing,siku_maju_mundur
79,2026-06-15T03:13:23,S02,session_03,side,normal,biceps,right,99.63675832126935,9.471132783229908,4.827530470016663,40.08627903515367,0.3968696594238281,0.1426913738250732,0.2541782855987549,430.86917048577794,227.316075338704,9391.392550254415,35.62229313551691,0.9682457956175008,incorrect,elbow_swing,siku_maju_mundur
80,2026-06-15T03:14:54,S02,session_04,side,normal,biceps,left,51.80477168707986,1.413530244926008,0.8936355121253458,3.978808966603684,1.17665696144104,0.645545244216919,0.5311117172241211,95.94446985194284,61.87163745360981,1345.8308400180915,4.518534569624508,0.973692102091653,incorrect,not_full_up,rom_tidak_penuh
81,2026-06-15T03:14:59,S02,session_04,side,normal,biceps,left,43.460283810260805,1.3308139934389691,0.9349574232831596,4.740158355550582,1.268789291381836,0.7177445888519287,0.5510447025299072,67.65670697590285,54.4435074976798,789.1589116532055,4.5723924044288,0.9802223382852016,incorrect,not_full_up,rom_tidak_penuh
82,2026-06-15T03:15:04,S02,session_04,side,normal,biceps,left,55.24951083684852,1.0648950357532774,0.9467492175758594,4.323330268092692,1.2161824703216553,0.6630692481994629,0.5531132221221924,100.02276201760188,76.78302901421287,790.238540375535,4.757470234953539,0.9726133243077332,incorrect,not_full_up,rom_tidak_penuh
83,2026-06-15T03:15:08,S02,session_04,side,normal,biceps,left,56.84081844682985,1.565905803472878,0.872201535801609,6.06711026135464,1.1794383525848389,0.6863913536071777,0.4930469989776611,106.04057772669192,77.91531241548284,1091.869531025607,6.306238983406604,0.9779673904180528,incorrect,not_full_up,rom_tidak_penuh
85,2026-06-15T03:15:24,S02,session_04,side,normal,biceps,right,52.05839508348437,0.4722259470943523,1.065017241362451,3.012105829739626,1.092440843582153,0.6838281154632568,0.4086127281188965,100.86220529920324,74.11248684855794,1075.0972040906918,2.008139958169474,0.9779459554702044,incorrect,not_full_up,rom_tidak_penuh
86,2026-06-15T03:15:28,S02,session_04,side,normal,biceps,right,49.34064914594384,0.755453956947881,0.8851838957737268,2.457036997390191,0.9281747341156006,0.4970889091491699,0.4310858249664306,107.01192527316954,98.34581189086052,1947.6766040451223,2.2568138088772134,0.981135446716238,incorrect,not_full_up,rom_tidak_penuh
87,2026-06-15T03:15:33,S02,session_04,side,normal,biceps,right,51.17396695713208,1.357175076810612,1.210744344361642,5.667674697878878,0.9276323318481444,0.4368355274200439,0.4907968044281006,111.50407729884505,80.71079307603827,1738.7466865477309,4.643694876782151,0.9840187235520436,incorrect,not_full_up,rom_tidak_penuh
